"","oid","ent","sectionId"
"1038",232,2,397
"1039",232,3,402
"1040",232,4,327
"1041",232,5,311
"1042",232,6,299
"1043",233,1,392
"1044",233,2,421
"1045",233,3,326
"1046",233,4,327
"1047",233,5,376
"1048",234,1,372
"1049",234,2,311
"1050",234,3,301
"1051",235,1,245
"1052",235,2,249
"1053",235,3,326
"1054",235,4,329
"1055",235,5,400
"1056",236,1,430
"1057",236,2,393
"1058",237,1,321
"1059",237,2,349
"1060",237,3,397
"1061",237,4,398
"1062",237,5,442
"1063",238,1,245
"1064",238,2,249
"1065",238,3,326
"1066",238,4,327
"1067",238,5,376
"1068",239,1,321
"1069",239,2,349
"1070",239,3,397
"1071",239,4,398
"1072",239,5,447
"1073",240,1,409
"1074",240,2,398
"1075",240,3,442
"1076",241,1,252
"1077",241,2,247
"1078",241,3,275
"1079",241,4,327
"1080",241,5,371
"1081",241,6,447
"1082",242,1,430
"1083",242,2,421
"1084",242,3,251
"1085",242,4,246
"1086",243,1,321
"1087",243,2,326
"1088",243,3,329
"1089",243,4,398
"1090",243,5,447
"1091",244,1,245
"1092",244,2,249
"1093",244,3,349
"1094",244,4,397
"1095",244,5,400
"1096",245,1,430
"1097",245,2,397
"1098",245,3,398
"1099",245,4,447
"1100",246,1,321
"1101",246,2,326
"1102",246,3,329
"1103",246,4,398
"1104",246,5,447
"1105",247,1,372
"1106",247,2,342
"1107",247,3,329
"1108",247,4,405
"1109",247,5,420
"1110",248,1,245
"1111",248,2,247
"1112",248,3,296
"1113",248,4,299
"1114",249,1,252
"1115",249,2,247
"1116",249,3,296
"1117",249,4,301
"1118",250,1,409
"1119",250,2,398
"1120",250,3,447
"1121",251,1,245
"1122",251,2,247
"1123",251,3,296
"1124",251,4,299
"1125",252,1,273
"1126",252,2,296
"1127",252,3,301
"1128",253,1,245
"1129",253,2,249
"1130",253,3,326
"1131",253,4,327
"1132",253,5,371
"1133",253,6,447
"1134",254,1,321
"1135",254,2,251
"1136",254,3,253
"1137",255,1,441
"1138",255,2,370
"1139",255,3,311
"1140",255,4,299
"1141",256,1,245
"1142",256,2,247
"1143",256,3,296
"1144",256,4,300
"1145",256,5,376
"1146",257,1,302
"1147",257,2,277
"1148",257,3,248
"1149",257,4,246
"1150",258,1,392
"1151",258,2,397
"1152",258,3,402
"1153",258,4,327
"1154",258,5,376
"1155",259,1,372
"1156",259,2,371
"1157",259,3,447
"1158",260,1,252
"1159",260,2,249
"1160",260,3,322
"1161",261,1,321
"1162",261,2,326
"1163",261,3,327
"1164",261,4,376
"1165",262,1,409
"1166",262,2,402
"1167",262,3,286
"1168",262,4,276
"1169",263,1,245
"1170",263,2,247
"1171",263,3,296
"1172",263,4,299
"1173",264,1,321
"1174",264,2,326
"1175",264,3,329
"1176",264,4,398
"1177",264,5,447
"1178",265,1,321
"1179",265,2,349
"1180",265,3,397
"1181",265,4,398
"1182",265,5,447
"1183",266,1,392
"1184",266,2,421
"1185",266,3,326
"1186",266,4,327
"1187",266,5,311
"1188",266,6,299
"1189",267,1,392
"1190",267,2,397
"1191",267,3,402
"1192",267,4,327
"1193",267,5,376
"1194",268,1,321
"1195",268,2,349
"1196",268,3,397
"1197",268,4,398
"1198",268,5,447
"1199",269,1,321
"1200",269,2,349
"1201",269,3,397
"1202",269,4,398
"1203",269,5,447
"1204",270,1,273
"1205",270,2,248
"1206",270,3,253
"1207",271,1,430
"1208",271,2,397
"1209",271,3,398
"1210",271,4,442
"1211",272,1,298
"1212",272,2,277
"1213",272,3,275
"1214",272,4,329
"1215",272,5,400
"1216",273,1,298
"1217",273,2,277
"1218",273,3,248
"1219",273,4,246
"1220",274,1,392
"1221",274,2,421
"1222",274,3,251
"1223",274,4,246
"1224",275,1,245
"1225",275,2,247
"1226",275,3,296
"1227",275,4,299
"1228",276,1,441
"1229",276,2,370
"1230",276,3,376
"1231",277,1,430
"1232",277,2,421
"1233",277,3,326
"1234",277,4,286
"1235",277,5,296
"1236",277,6,301
"1237",278,1,321
"1238",278,2,349
"1239",278,3,397
"1240",278,4,398
"1241",278,5,447
"1242",279,1,392
"1243",279,2,421
"1244",279,3,326
"1245",279,4,327
"1246",279,5,311
"1247",279,6,299
"1248",280,1,430
"1249",280,2,421
"1250",280,3,251
"1251",280,4,253
"1252",281,1,372
"1253",281,2,342
"1254",281,3,286
"1255",281,4,248
"1256",281,5,253
"1257",282,1,372
"1258",282,2,371
"1259",282,3,413
"1260",282,4,400
"1261",283,1,321
"1262",283,2,326
"1263",283,3,327
"1264",283,4,376
"1265",284,1,409
"1266",284,2,402
"1267",284,3,334
"1268",284,4,322
"1269",285,1,443
"1270",285,2,370
"1271",285,3,311
"1272",285,4,299
"1273",286,1,302
"1274",286,2,300
"1275",286,3,371
"1276",286,4,442
"1277",287,1,245
"1278",287,2,247
"1279",287,3,296
"1280",287,4,299
"1281",288,1,298
"1282",288,2,300
"1283",288,3,376
"1284",289,1,372
"1285",289,2,371
"1286",289,3,413
"1287",289,4,405
"1288",289,5,393
"1289",290,1,392
"1290",290,2,421
"1291",290,3,322
"1292",291,1,392
"1293",291,2,421
"1294",291,3,251
"1295",291,4,253
"1296",292,1,245
"1297",292,2,247
"1298",292,3,296
"1299",292,4,301
"1300",293,1,321
"1301",293,2,326
"1302",293,3,286
"1303",293,4,296
"1304",293,5,299
"1305",294,1,245
"1306",294,2,249
"1307",294,3,326
"1308",294,4,327
"1309",294,5,371
"1310",294,6,447
"1311",295,1,245
"1312",295,2,249
"1313",295,3,349
"1314",295,4,393
"1315",296,1,430
"1316",296,2,397
"1317",296,3,398
"1318",296,4,447
"1319",297,1,372
"1320",297,2,371
"1321",297,3,442
"1322",298,1,298
"1323",298,2,277
"1324",298,3,248
"1325",298,4,246
"1326",299,1,245
"1327",299,2,247
"1328",299,3,296
"1329",299,4,299
"1330",300,1,321
"1331",300,2,349
"1332",300,3,420
"1333",301,1,441
"1334",301,2,370
"1335",301,3,311
"1336",301,4,301
"1337",302,1,245
"1338",302,2,249
